HDR|LEGACY-SETL|2026242|V4
MER|0000002|Meridian Retail Ltd|PR|2024177|ENC:v2:44bc89da2defd9f0545303e4ed8eb7ba8a956feb
AGR|CTR-00002-1|44|826|T2|2024315^9999365|ENC:v1:74126cc0d3f30fc4abd85012bc7e968234342d30
MET|25Q3|AA|13|BAL
MET|25Q3|GV|6966939|STD
MET|25Q3|NR|6654193|STD
MET|25Q3|TC|570|STD
MET|25Q3|RC|12|STD
MET|25Q3|CB|1|STD
MET|25Q4|AA|10|BAL
MET|25Q4|GV|4390995|STD
MET|25Q4|NR|4169249|STD
MET|25Q4|TC|426|STD
MET|25Q4|RC|4|STD
MET|25Q4|CB|3|STD
MET|26Q1|AA|15|BAL
MET|26Q1|GV|6069318|STD
MET|26Q1|NR|5738661|STD
MET|26Q1|TC|506|STD
MET|26Q1|RC|11|STD
MET|26Q1|CB|2|STD
MET|26Q2|AA|13|BAL
MET|26Q2|GV|7462559|STD
MET|26Q2|NR|6918315|STD
MET|26Q2|TC|774|STD
MET|26Q2|RC|32|STD
MET|26Q2|CB|2|STD
MET|26Q3|AA|10|BAL
MET|26Q3|GV|4568225|STD
MET|26Q3|NR|4257814|STD
MET|26Q3|TC|618|STD
MET|26Q3|RC|14|STD
MET|26Q3|CB|0|STD
MER|0000003|Kestrel Retail Inc.|AC|2022228|ENC:v2:3f58ffe9d128ec5032832c2c9fff5b38844ae3de
AGR|CTR-00003-1|01|840|T2|2023053^9999365|ENC:v1:809ae97375345a1bbc22b5ed8f0857ae01cf00ba
MET|25Q3|AA|41|BAL
MET|25Q3|GV|14845627|STD
MET|25Q3|NR|13899812|STD
MET|25Q3|TC|1121|STD
MET|25Q3|RC|13|STD
MET|25Q3|CB|1|STD
MET|25Q4|AA|54|BAL
MET|25Q4|GV|11451693|STD
MET|25Q4|NR|10963622|STD
MET|25Q4|TC|1158|STD
MET|25Q4|RC|40|STD
MET|25Q4|CB|4|STD
MET|26Q1|AA|46|BAL
MET|26Q1|GV|11630389|STD
MET|26Q1|NR|10793699|STD
MET|26Q1|TC|1289|STD
MET|26Q1|RC|54|STD
MET|26Q1|CB|7|STD
MET|26Q2|AA|57|BAL
MET|26Q2|GV|12416461|STD
MET|26Q2|NR|11863928|STD
MET|26Q2|TC|1157|STD
MET|26Q2|RC|42|STD
MET|26Q2|CB|2|STD
MET|26Q3|AA|37|BAL
MET|26Q3|GV|13763119|STD
MET|26Q3|NR|12645966|STD
MET|26Q3|TC|1346|STD
MET|26Q3|RC|64|STD
MET|26Q3|CB|0|STD
MER|0000004|Lantern Holdings Inc.|AC|2021304|ENC:v2:0813c55f8a43dec53978b01f3bab6d08fa61bcff
AGR|CTR-00004-1|01|840|TX|2022015^9999365|ENC:v1:2882299aaea84a9ab9dd691d2a668150be2a1571
MET|25Q3|AA|52|BAL
MET|25Q3|GV|-9|STD
MET|25Q3|NR|16300177|STD
MET|25Q3|TC|1213|STD
MET|25Q3|RC|36|STD
MET|25Q3|CB|4|STD
MET|25Q4|AA|52|BAL
MET|25Q4|GV|11993587|STD
MET|25Q4|NR|11479781|STD
MET|25Q4|TC|834|STD
MET|25Q4|RC|33|STD
MET|25Q4|CB|1|STD
MET|26Q1|AA|52|BAL
MET|26Q1|GV|10477804|STD
MET|26Q1|NR|10026840|STD
MET|26Q1|TC|1016|STD
MET|26Q1|RC|21|STD
MET|26Q1|CB|1|STD
MET|26Q2|AA|51|BAL
MET|26Q2|GV|9568080|STD
MET|26Q2|NR|9157130|STD
MET|26Q2|TC|776|STD
MET|26Q2|RC|30|STD
MET|26Q2|CB|2|STD
MET|26Q3|AA|31|BAL
MET|26Q3|GV|10439379|STD
MET|26Q3|NR|10082979|STD
MET|26Q3|TC|949|STD
MET|26Q3|RC|13|STD
MET|26Q3|CB|1|STD
MER|0000005|Meridian Holdings K.K.|AC|~|ENC:v2:7c4c7fc4bb9740e2f198470a047404ccc19ac0ce
AGR|CTR-00005-1|81|392|T3|2019051^9999365|ENC:v1:47a5279ace9a2a29abb9f9c17a6070988f12c2ed
MET|25Q3|AA|82|BAL
MET|25Q3|GV|42123362|STD
MET|25Q3|NR|40145249|STD
MET|25Q3|TC|2859|STD
MET|25Q3|RC|62|STD
MET|25Q3|CB|12|STD
MET|25Q4|AA|95|BAL
MET|25Q4|GV|25382557|STD
MET|25Q4|NR|23617200|STD
MET|25Q4|TC|1921|STD
MET|25Q4|RC|56|STD
MET|25Q4|CB|14|STD
MET|26Q1|AA|93|BAL
MET|26Q1|GV|47830288|STD
MET|26Q1|NR|45523912|STD
MET|26Q1|TC|4506|STD
MET|26Q1|RC|70|STD
MET|26Q1|CB|22|STD
MET|26Q2|AA|78|BAL
MET|26Q2|GV|20314312|STD
MET|26Q2|NR|19098906|STD
MET|26Q2|TC|1911|STD
MET|26Q2|RC|35|STD
MET|26Q2|CB|13|STD
MET|26Q3|AA|50|BAL
MET|26Q3|GV|10337292|STD
MET|26Q3|NR|9875421|STD
MET|26Q3|TC|969|STD
MET|26Q3|RC|16|STD
MET|26Q3|CB|1|STD
MER|0000009|Meridian Logistics Ltd|TM|2023216|ENC:v2:ff7fac69e801129d83ad10c2d820a42276427570
AGR|CTR-00009-1|44|826|TX|2023358^9999365|ENC:v1:44ed04bc2ac1ddc7c50c11dc93ba66143222163d
MET|25Q3|AA|92|BAL
MET|25Q3|GV|60569340|STD
MET|25Q3|NR|56454864|STD
MET|25Q3|TC|4758|STD
MET|25Q3|RC|191|STD
MET|25Q3|CB|36|STD
MET|25Q4|AA|97|BAL
MET|25Q4|GV|-1|STD
MET|25Q4|NR|-1|STD
MET|25Q4|TC|2720|STD
MET|25Q4|RC|60|STD
MET|25Q4|CB|16|STD
MET|26Q1|AA|91|BAL
MET|26Q1|GV|32402858|STD
MET|26Q1|NR|30162524|STD
MET|26Q1|TC|2824|STD
MET|26Q1|RC|33|STD
MET|26Q1|CB|21|STD
MET|26Q2|AA|93|BAL
MET|26Q2|GV|29771614|STD
MET|26Q2|NR|27449429|STD
MET|26Q2|TC|2878|STD
MET|26Q2|RC|72|STD
MET|26Q2|CB|14|STD
MET|26Q3|AA|59|BAL
MET|26Q3|GV|29752928|STD
MET|26Q3|NR|27676471|STD
MET|26Q3|TC|2713|STD
MET|26Q3|RC|102|STD
MET|26Q3|CB|10|STD
MER|0000011|Basalt Group K.K.|SU|2020347|ENC:v2:443a2a6e24dd849752c5233b7eba8dfd3e4d3c34
AGR|CTR-00011-1|81|392|T1|2021059^9999365|ENC:v1:232b6103158a45efafb85b3a16613bfefb084149
MET|25Q3|AA|220|BAL
MET|25Q3|GV|144406032|STD
MET|25Q3|NR|135631921|STD
MET|25Q3|TC|9803|STD
MET|25Q3|RC|411|STD
MET|25Q3|CB|65|STD
MET|25Q4|AA|~|BAL
MET|25Q4|GV|72001864|STD
MET|25Q4|NR|67956079|STD
MET|25Q4|TC|5747|STD
MET|25Q4|RC|238|STD
MET|25Q4|CB|15|STD
MET|26Q1|AA|245|BAL
MET|26Q1|GV|32508163|STD
MET|26Q1|NR|31381755|STD
MET|26Q1|TC|2557|STD
MET|26Q1|RC|36|STD
MET|26Q1|CB|18|STD
MET|26Q2|AA|250|BAL
MET|26Q2|GV|48825592|STD
MET|26Q2|NR|46716814|STD
MET|26Q2|TC|3663|STD
MET|26Q2|RC|172|STD
MET|26Q2|CB|27|STD
MET|26Q3|AA|169|BAL
MET|26Q3|GV|63665491|STD
MET|26Q3|NR|~|STD
MET|26Q3|TC|5059|STD
MET|26Q3|RC|163|STD
MET|26Q3|CB|23|STD
MER|0000012|Aurelian Partners W.L.L.|PR|2023194|ENC:v2:a30f45070c728a1c8375c8ab75180c5e76430c01
AGR|CTR-00012-1|973|048|T3|2023301^9999365|ENC:v1:9256eb1167392271e1bed7db05ca0bd430841de3
MET|25Q3|AA|74|BAL
MET|25Q3|GV|78925248|STD
MET|25Q3|NR|74826660|STD
MET|25Q3|TC|2104|STD
MET|25Q3|RC|93|STD
MET|25Q3|CB|8|STD
MET|25Q4|AA|77|BAL
MET|25Q4|GV|33196716|STD
MET|25Q4|NR|31641782|STD
MET|25Q4|TC|882|STD
MET|25Q4|RC|31|STD
MET|25Q4|CB|0|STD
MET|26Q1|AA|89|BAL
MET|26Q1|GV|132515289|STD
MET|26Q1|NR|123357157|STD
MET|26Q1|TC|3298|STD
MET|26Q1|RC|42|STD
MET|26Q1|CB|13|STD
MET|26Q2|AA|97|BAL
MET|26Q2|GV|107911440|STD
MET|26Q2|NR|100888563|STD
MET|26Q2|TC|3172|STD
MET|26Q2|RC|63|STD
MET|26Q2|CB|23|STD
MET|26Q3|AA|67|BAL
MET|26Q3|GV|145755900|STD
MET|26Q3|NR|140048099|STD
MET|26Q3|TC|2840|STD
MET|26Q3|RC|84|STD
MET|26Q3|CB|5|STD
MER|0000015|Quarry Commerce Ltd|AC|2023140|ENC:v2:f53064aafbd3d64586ced71ea0156bfcbcf7ac92
AGR|CTR-00015-1|44|826|T1|2023273^9999365|ENC:v1:68aa2efe151bf78b072a35aee6997c4941a4bc1d
MET|25Q3|AA|25|BAL
MET|25Q3|GV|3626742|STD
MET|25Q3|NR|3487294|STD
MET|25Q3|TC|488|STD
MET|25Q3|RC|13|STD
MET|25Q3|CB|-9|STD
MET|25Q4|AA|26|BAL
MET|25Q4|GV|5365082|STD
MET|25Q4|NR|5027618|STD
MET|25Q4|TC|495|STD
MET|25Q4|RC|15|STD
MET|25Q4|CB|0|STD
MET|26Q1|AA|27|BAL
MET|26Q1|GV|11536526|STD
MET|26Q1|NR|11110828|STD
MET|26Q1|TC|952|STD
MET|26Q1|RC|10|STD
MET|26Q1|CB|2|STD
MET|26Q2|AA|25|BAL
MET|26Q2|GV|6345738|STD
MET|26Q2|NR|5967850|STD
MET|26Q2|TC|507|STD
MET|26Q2|RC|16|STD
MET|26Q2|CB|2|STD
MET|26Q3|AA|18|BAL
MET|26Q3|GV|10050151|STD
MET|26Q3|NR|9656286|STD
MET|26Q3|TC|861|STD
MET|26Q3|RC|9|STD
MET|26Q3|CB|2|STD
MER|0000017|Northgate Systems K.K.|AC|2025083|ENC:v2:376d2b6610366085bcdd67c3544243324409848f
AGR|CTR-00017-1|81|392|T1|2025223^9999365|ENC:v1:a4e9e1623cb95d591d02606682b651a3aea54877
MET|25Q3|AA|208|BAL
MET|25Q3|GV|165115427|STD
MET|25Q3|NR|156975236|STD
MET|25Q3|TC|8789|STD
MET|25Q3|RC|189|STD
MET|25Q3|CB|44|STD
MET|25Q4|AA|~|BAL
MET|25Q4|GV|109167458|STD
MET|25Q4|NR|103127222|STD
MET|25Q4|TC|9477|STD
MET|25Q4|RC|427|STD
MET|25Q4|CB|14|STD
MET|26Q1|AA|211|BAL
MET|26Q1|GV|206724644|STD
MET|26Q1|NR|195811650|STD
MET|26Q1|TC|11069|STD
MET|26Q1|RC|491|STD
MET|26Q1|CB|23|STD
MET|26Q2|AA|208|BAL
MET|26Q2|GV|116200648|STD
MET|26Q2|NR|108574399|STD
MET|26Q2|TC|8281|STD
MET|26Q2|RC|351|STD
MET|26Q2|CB|17|STD
MET|26Q3|AA|151|BAL
MET|26Q3|GV|42029064|STD
MET|26Q3|NR|39400566|STD
MET|26Q3|TC|2772|STD
MET|26Q3|RC|61|STD
MET|26Q3|CB|2|STD
AGR|CTR-00017-2|44|826|TX|2025168^9999365|ENC:v1:7298808b551c2ae761fce571978478b53935958b
MET|25Q3|AA|19|BAL
MET|25Q3|GV|2177552|STD
MET|25Q3|NR|2064689|STD
MET|25Q3|TC|260|STD
MET|25Q3|RC|6|STD
MET|25Q3|CB|0|STD
MET|25Q4|AA|14|BAL
MET|25Q4|GV|3337228|STD
MET|25Q4|NR|3107560|STD
MET|25Q4|TC|418|STD
MET|25Q4|RC|13|STD
MET|25Q4|CB|0|STD
MET|26Q1|AA|16|BAL
MET|26Q1|GV|4102837|STD
MET|26Q1|NR|3896505|STD
MET|26Q1|TC|456|STD
MET|26Q1|RC|14|STD
MET|26Q1|CB|1|STD
MET|26Q2|AA|12|BAL
MET|26Q2|GV|6606075|STD
MET|26Q2|NR|6348042|STD
MET|26Q2|TC|778|STD
MET|26Q2|RC|38|STD
MET|26Q2|CB|5|STD
MET|26Q3|AA|10|BAL
MET|26Q3|GV|2026495|STD
MET|26Q3|NR|1928494|STD
MET|26Q3|TC|-1|STD
MET|26Q3|RC|3|STD
MET|26Q3|CB|1|STD
MER|0000020|Alder Logistics K.K.|AC|2022044|ENC:v2:971859b1ab9d4466c984b635d7c82146b15d9331
AGR|CTR-00020-1|81|392|T2|2022223^2026069|ENC:v1:8bdafee494d6d6773c7611b24f5b21c48f161dfa
MET|25Q3|AA|27|BAL
MET|25Q3|GV|15066049|STD
MET|25Q3|NR|14328114|STD
MET|25Q3|TC|868|STD
MET|25Q3|RC|20|STD
MET|25Q3|CB|3|STD
MET|25Q4|AA|24|BAL
MET|25Q4|GV|10595251|STD
MET|25Q4|NR|10172183|STD
MET|25Q4|TC|873|STD
MET|25Q4|RC|39|STD
MET|25Q4|CB|4|STD
MET|26Q1|AA|20|BAL
MET|26Q1|GV|8929797|STD
MET|26Q1|NR|8405707|STD
MET|26Q1|TC|781|STD
MET|26Q1|RC|29|STD
MET|26Q1|CB|1|STD
AGR|CTR-00020-2|44|826|T1|2022092^9999365|ENC:v1:e3ba63557f0b212f7808752f148a4ee31b34c748
MET|25Q3|AA|~|BAL
MET|25Q3|GV|68720129|STD
MET|25Q3|NR|65758291|STD
MET|25Q3|TC|9618|STD
MET|25Q3|RC|436|STD
MET|25Q3|CB|58|STD
MET|25Q4|AA|254|BAL
MET|25Q4|GV|29298676|STD
MET|25Q4|NR|28081316|STD
MET|25Q4|TC|3188|STD
MET|25Q4|RC|138|STD
MET|25Q4|CB|4|STD
MET|26Q1|AA|230|BAL
MET|26Q1|GV|76350581|STD
MET|26Q1|NR|73597379|STD
MET|26Q1|TC|5959|STD
MET|26Q1|RC|114|STD
MET|26Q1|CB|7|STD
MET|26Q2|AA|211|BAL
MET|26Q2|GV|69224849|STD
MET|26Q2|NR|64361804|STD
MET|26Q2|TC|9529|STD
MET|26Q2|RC|269|STD
MET|26Q2|CB|18|STD
MET|26Q3|AA|128|BAL
MET|26Q3|GV|66569772|STD
MET|26Q3|NR|~|STD
MET|26Q3|TC|5891|STD
MET|26Q3|RC|199|STD
MET|26Q3|CB|16|STD
MER|0000025|Harbour Partners W.L.L.|PR|2023252|ENC:v2:3bbdf8edfe4733ccdda5760a79b37758c42eca99
AGR|CTR-00025-2|44|826|T3|2024063^9999365|ENC:v1:3b3775f1d686da9eec862e721fcbedf5f5402b78
MET|25Q3|AA|201|BAL
MET|25Q3|GV|66082659|STD
MET|25Q3|NR|62206250|STD
MET|25Q3|TC|6762|STD
